Date,ADD,MULT,Open_ATAN,High_ATAN,Low_ATAN,Close_ATAN,High_CEIL,Low_CEIL,Close_CEIL,High_FLOOR,Low_FLOOR,Close_FLOOR,High_LN,Low_LN,Close_LN,High_LOG10,Low_LOG10,Close_LOG10,High_SQRT,Low_SQRT,Close_SQRT,Open,Close_lag:1,Close_min_lag:1_win:3,Close_max_lag:1_win:3,Close_mean_lag:1_win:3,Close_min_lag:1_win:2,Close_max_lag:1_win:2,Close_mean_lag:1_win:2,High_lag:1,High_min_lag:1_win:2,High_max_lag:1_win:2,High_mean_lag:1_win:2,High,Low_lag:1,Low_min_lag:1_win:2,Low_max_lag:1_win:2,Low_mean_lag:1_win:2,Low,Close
2014-09-17,32.479000091552734,263.66637107170027,1.5085849939319804,1.5101690098484524,1.508396962734162,1.5098516368702102,17.0,17.0,17.0,16.0,16.0,16.0,2.801783437019367,2.772901120986124,2.7965493894796722,1.216799086185438,1.2042556557076147,1.2145259682209295,4.058817676465171,4.000624846291714,4.048209541054075,16.38800048828125,16.38800048828125,16.194499969482422,16.559499740600586,16.380666732788086,16.194499969482422,16.38800048828125,16.291250228881836,16.474000930786133,16.474000930786133,16.566499710083008,16.52025032043457,16.399999618530273,16.0049991607666,15.949999809265137,16.0049991607666,15.97749948501587,16.076000213623047,16.200000762939453
2014-09-18,32.47599983215332,263.64639737091056,1.5098516368702102,1.5098961171038485,1.508671844843764,1.5091461590517028,17.0,17.0,17.0,16.0,16.0,16.0,2.797281311569803,2.7773274898752756,2.785011289333365,1.2148438379458564,1.2061780032910416,1.2095150349957413,4.049691299164699,4.009488772103377,4.024922454276536,16.27199935913086,16.200000762939453,16.194499969482422,16.38800048828125,16.260833740234375,16.200000762939453,16.38800048828125,16.29400062561035,16.399999618530273,16.399999618530273,16.474000930786133,16.437000274658203,16.354999542236328,16.076000213623047,16.0049991607666,16.076000213623047,16.040499687194824,16.18549919128418,16.25
2014-09-19,32.54049873352051,264.7138318643192,1.5094182559997038,1.509728968512082,1.5090910629624474,1.5093353709121307,17.0,17.0,17.0,16.0,16.0,16.0,2.7945336330011283,2.784115729737559,2.7880929087757464,1.213650536305437,1.2091260984050671,1.2108533653148932,4.044131494182197,4.023120578765218,4.031128874149275,16.3799991607666,16.25,16.200000762939453,16.38800048828125,16.279333750406902,16.200000762939453,16.25,16.225000381469727,16.354999542236328,16.354999542236328,16.399999618530273,16.3774995803833,16.63800048828125,16.18549919128418,16.076000213623047,16.18549919128418,16.130749702453613,16.278499603271484,16.56599998474121
2014-09-22,32.916500091552734,270.8416843477171,1.5098219402286577,1.5107651670835134,1.509442703693492,1.510504885215409,17.0,17.0,17.0,16.0,16.0,16.0,2.811689265209048,2.7898451943660088,2.8073524012549815,1.2211011327068984,1.2116143732774627,1.2192176566228823,4.078970518192213,4.034662266320625,4.0701351310173,16.42449951171875,16.56599998474121,16.200000762939453,16.56599998474121,16.338666915893555,16.25,16.56599998474121,16.407999992370605,16.63800048828125,16.354999542236328,16.63800048828125,16.49650001525879,16.47450065612793,16.278499603271484,16.18549919128418,16.278499603271484,16.231999397277832,16.05299949645996,16.225000381469727
2014-09-23,32.52750015258789,264.46515073725095,1.5099867360241799,1.510170844369814,1.5085830623039251,1.5092409101999036,17.0,17.0,17.0,16.0,16.0,16.0,2.8018137707412523,2.7758957166299285,2.7865532861013844,1.2168122599534685,1.2055561920712508,1.2101847156832046,4.058879236455296,4.006619459901322,4.0280268595765,16.12299919128418,16.225000381469727,16.225000381469727,16.56599998474121,16.347000122070312,16.225000381469727,16.56599998474121,16.39550018310547,16.47450065612793,16.47450065612793,16.63800048828125,16.55625057220459,16.3799991607666,16.05299949645996,16.05299949645996,16.278499603271484,16.165749549865723,16.0625,16.181499481201172
2014-09-24,32.4424991607666,263.10373651981354,1.508852475821602,1.5098219402286577,1.508619764856216,1.5090758494813683,17.0,17.0,17.0,16.0,16.0,16.0,2.7960610271896718,2.7764873626554385,2.7838685823178158,1.2143138751732128,1.2058131406753698,1.209018763644456,4.047221165289414,4.00780488547035,4.022623457546228,16.208499908447266,16.181499481201172,16.181499481201172,16.56599998474121,16.324166615804035,16.181499481201172,16.225000381469727,16.20324993133545,16.3799991607666,16.3799991607666,16.47450065612793,16.427249908447266,16.472000122070312,16.0625,16.05299949645996,16.0625,16.05774974822998,15.977999687194824,16.410499572753906
2014-09-25,32.44999980926514,263.18961279791256,1.5091784043636314,1.510161663650088,1.5082917950587336,1.5099349867933338,17.0,16.0,17.0,16.0,15.0,16.0,2.801661977136265,2.771212756482608,2.797921347828981,1.2167463368284344,1.2035224083202964,1.2151218021614354,4.058571192189477,3.997249014909482,4.050987481189482,16.399499893188477,16.410499572753906,16.181499481201172,16.410499572753906,16.2723331451416,16.181499481201172,16.410499572753906,16.29599952697754,16.472000122070312,16.3799991607666,16.472000122070312,16.425999641418457,16.427000045776367,15.977999687194824,15.977999687194824,16.0625,16.020249843597412,16.06999969482422,16.096500396728516
2014-09-26,32.496999740600586,263.98188572250365,1.509894265938727,1.5099959697226346,1.508648707308905,1.5087507623195395,17.0,17.0,17.0,16.0,16.0,16.0,2.798926325345717,2.7769541607590176,2.7786018817000353,1.2155582583513906,1.206015868515917,1.2067314646283174,4.053023568371687,4.00874041250169,4.0120444160961775,16.030000686645508,16.096500396728516,16.096500396728516,16.410499572753906,16.22949981689453,16.096500396728516,16.410499572753906,16.25349998474121,16.427000045776367,16.427000045776367,16.472000122070312,16.44950008392334,16.174999237060547,16.06999969482422,15.977999687194824,16.06999969482422,16.02399969100952,15.881999969482422,16.160499572753906
2014-09-29,32.05699920654297,256.8913373893738,1.5084940333642245,1.509051108865205,1.5079149747690535,1.5089958501702556,17.0,16.0,17.0,16.0,15.0,16.0,2.7834667932191453,2.7651863905514995,2.78256996677068,1.2088442688560146,1.2009051908504864,1.2084547820782212,4.021815415587909,3.9852227001113025,4.020012384651807,16.024999618530273,16.160499572753906,16.096500396728516,16.410499572753906,16.22249984741211,16.096500396728516,16.160499572753906,16.12849998474121,16.174999237060547,16.174999237060547,16.427000045776367,16.300999641418457,16.1875,15.881999969482422,15.881999969482422,16.06999969482422,15.97599983215332,15.949999809265137,16.090999603271484
2014-09-30,32.13749980926514,258.1906219124794,1.5084746404160505,1.509098670520078,1.5081823560233902,1.5087296061361808,17.0,16.0,17.0,16.0,15.0,16.0,2.7842393394597567,2.7694588172725547,2.778260084821708,1.2091797814253271,1.2027606821997767,1.206583024130128,4.02336923485777,3.9937450856639733,4.011358822552713,16.06800079345703,16.090999603271484,16.090999603271484,16.160499572753906,16.115999857584637,16.090999603271484,16.160499572753906,16.125749588012695,16.1875,16.174999237060547,16.1875,16.181249618530273,16.171499252319336,15.949999809265137,15.881999969482422,15.949999809265137,15.91599988937378,15.92549991607666,16.121999740600586
2014-10-01,32.096999168395996,257.53920998564536,1.5086409958779299,1.50903777934705,1.508086282427035,1.5088486455545755,17.0,16.0,17.0,16.0,15.0,16.0,2.7832503874306784,2.7679215928698544,2.7801847827716304,1.2087502850162313,1.202093074124237,1.20741890982911,4.021380267062459,3.990676623841709,4.015221007690683,16.101999282836914,16.121999740600586,16.090999603271484,16.160499572753906,16.124499638875324,16.090999603271484,16.121999740600586,16.106499671936035,16.171499252319336,16.171499252319336,16.1875,16.179499626159668,16.10849952697754,15.92549991607666,15.92549991607666,15.949999809265137,15.937749862670898,15.77750015258789,15.873000144958496
2014-10-02,31.88599967956543,254.1518537448501,1.5087718967754082,1.5087968613191893,1.507499597811781,1.507879415690631,17.0,16.0,16.0,16.0,15.0,15.0,2.7793470536194693,2.758584884147491,2.764619561722499,1.207055088680997,1.1980381930469768,1.2006590202178677,4.013539526026564,3.972090149101338,3.9840933905919544,15.845999717712402,15.873000144958496,15.873000144958496,16.121999740600586,16.028666496276855,15.873000144958496,16.121999740600586,15.997499942779541,16.10849952697754,16.10849952697754,16.171499252319336,16.139999389648438,15.92650032043457,15.77750015258789,15.77750015258789,15.92549991607666,15.851500034332275,15.565500259399414,15.920499801635742
2014-10-03,31.492000579833984,247.90394486904916,1.5077724932807357,1.5080902111666683,1.5066398532460685,1.5080666388474055,16.0,16.0,16.0,15.0,15.0,15.0,2.767984408664832,2.7450569433963286,2.767607574498547,1.202120354677372,1.1921630830272325,1.201956697678362,3.990801964572355,3.94531370861677,3.9900501001410675,16.01799964904785,15.920499801635742,15.873000144958496,16.121999740600586,15.971833229064941,15.873000144958496,15.920499801635742,15.89674997329712,15.92650032043457,15.92650032043457,16.10849952697754,16.017499923706055,16.257999420166016,15.565500259399414,15.565500259399414,15.77750015258789,15.671500205993652,15.976499557495115,16.136999130249023
2014-10-06,32.23449897766113,259.74592054203816,1.5084474759474862,1.50936553549238,1.5082859414081435,1.5089060791189426,17.0,16.0,17.0,16.0,15.0,16.0,2.7885850596598467,2.771118864871957,2.781114718061279,1.2110671037281215,1.203481631711894,1.2078227755939313,4.032120958027675,3.997061365240108,4.0170883896485305,16.174999237060547,16.136999130249023,15.873000144958496,16.136999130249023,15.97683302561442,15.920499801635742,16.136999130249023,16.028749465942383,16.257999420166016,15.92650032043457,16.257999420166016,16.092249870300293,16.206499099731445,15.976499557495115,15.565500259399414,15.976499557495115,15.770999908447266,15.979999542236328,16.110000610351562
2014-10-07,32.18649864196777,258.97984819496196,1.509051108865205,1.5091708164325985,1.5082995969832391,1.5088026234598368,17.0,16.0,17.0,16.0,15.0,16.0,2.7854123407833296,2.771337911692091,2.779440235075385,1.2096892094274199,1.2035767625371565,1.207095556873117,4.025729635697291,3.997499161005081,4.013726524110925,15.971500396728516,16.110000610351562,15.920499801635742,16.136999130249023,16.05583318074544,16.110000610351562,16.136999130249023,16.123499870300293,16.206499099731445,16.206499099731445,16.257999420166016,16.23224925994873,16.100000381469727,15.979999542236328,15.976499557495115,15.979999542236328,15.978249549865723,15.833499908447266,15.848999977111816
2014-10-08,31.933500289916992,254.91935456600186,1.5082664262941952,1.5087642158481462,1.5077228707058714,1.5077843923080119,17.0,16.0,16.0,16.0,15.0,15.0,2.778819295684189,2.762127942850657,2.763106405406148,1.206825886321924,1.1995769238908207,1.2000018647794195,4.012480577083175,3.979133059907304,3.9810802525334523,15.82900047302246,15.848999977111816,15.848999977111816,16.136999130249023,16.031999905904133,15.848999977111816,16.110000610351562,15.97950029373169,16.100000381469727,16.100000381469727,16.206499099731445,16.153249740600586,16.20549964904785,15.833499908447266,15.833499908447266,15.979999542236328,15.906749725341797,15.70699977874756,16.135000228881836
2014-10-09,31.91249942779541,254.53977940208827,1.5077049894411263,1.50916702538475,1.5072162557663404,1.5088984313488827,17.0,16.0,17.0,16.0,15.0,16.0,2.785350669135638,2.7541064587746638,2.78099083968935,1.2096624257711375,1.196093237619942,1.2077689759005756,4.025605500921302,3.9632057451951144,4.016839582169275,16.074499130249023,16.135000228881836,15.848999977111816,16.135000228881836,16.031333605448406,15.848999977111816,16.135000228881836,15.992000102996826,16.20549964904785,16.100000381469727,16.20549964904785,16.15275001525879,16.113500595092773,15.70699977874756,15.70699977874756,15.833499908447266,15.770249843597412,15.72599983215332,15.768500328063965
